scenario,year,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
SSP3,2046,50.9886571795,35.2224655,50.2543005554,31.7185759668,43.0448737314,44.8713597208,33.6922985631,37.1897018552,31.865042,19.0333292778,40.7824655,30.776136,50.9417842003,47.2617247458,39.4024655,47.722221,43.0448737314,44.3403323639,35.3777094506,47.344086,54.7061112327,50.825253,61.163097,48.3915975516,46.5831545883,45.8655509173,67.9061112327,63.6861112327,33.289948,34.0100417084,57.983826,47.717419,50.6935262174,50.3497843949,49.9141393769,47.7187374556,59.813766,63.3761112327,54.6361112327,41.501579,28.4224655,34.7686406481,33.976952,35.163296,52.0656289921,28.881245,59.46323,42.6502142619,42.991245,38.1724655,51.3727608544,35.678318,38.002388,40.5924655,30.440172,50.3115908591,31.795904,49.7386878217,37.314743,45.1014038571,50.3020424752,42.2319235571,54.7761112327,58.1061112327,51.3727608544,37.733444,56.5453,45.8792612986,56.1461112327,58.8461112327,34.1034955746,62.1170203236,32.611454,42.8620070238,49.715214,35.6535,47.1760348627,38.3224655,29.4233292778,40.95557,35.271526,64.0089931882,41.0824655,34.6781649609,29.8173210022,55.9561112327,30.3419589449,39.1224655,40.0724655,43.0448737314,44.9365736067,44.3403323639,43.8558863542,43.0448737314,43.9490490483,45.0732122249,61.6261112327,44.92482,30.906784,39.5514038571,45.4972843751,48.0681458283,33.2495604016,47.964179203,44.1353744367,52.733387,47.5714038571,40.4624655,31.080122,45.365122,32.0524655,41.3024655,53.0758884397,44.787513296,43.2301435915,53.5763594812,53.7061112327,68.4161112327,43.5863255246,38.8724655,50.4930101543,47.2274487926,31.45801,27.9333292778,40.1724655,36.904285,43.0448737314,37.0124655,56.012547,54.278107,47.20137,51.3619130944,41.837746,59.3214038571,39.094433,54.0461112327,41.8824655,43.5863255246,47.6984867161,29.6033292778,44.5614038571,58.7861112327,43.0448737314,42.7031624524,47.559864549,54.7461112327,47.6501855492,41.4124655,43.8093050071,47.1931728393,32.1892319591,38.2424655,59.0561112327,39.851067,27.2633292778,29.6333292778,58.8961112327,43.0385009921,50.8272035928,53.4836796587,39.655018,33.3496343868,44.2914038571,38.9824655,39.5224655,41.6924655,43.2316963031,43.5614038571,41.2224655,45.0670013786,50.5025585383,26.9433292778,44.6850343324,46.579323,37.9933606144,50.9886571795,48.322286468,48.0334902866,44.5080252135,50.2256554035,43.3062264584,70.8261112327,63.0661112327,46.8884976994
SSP3,2047,51.0407631335,35.2387236667,50.2890212215,31.7957777645,43.0790020556,44.907835858,33.7665749479,37.2593265156,32.020111,19.1053487222,40.7987236667,30.904633,50.9821381885,47.294174273,39.4187236667,47.99205,43.0790020556,44.3703022241,35.4500443389,47.615486,54.7561103288,50.733219,61.276054,48.4287371144,46.6211735867,45.9054180626,67.9561103288,63.7361103288,33.477139,34.0777810294,58.076946,47.774033,50.7318459504,50.385287467,49.9460727223,47.7487589572,59.973618,63.4261103288,54.6861103288,41.475864,28.4387236667,34.8349722618,34.183472,35.333153,52.115191897,29.030935,59.662422,42.683542733,43.089085,38.1887236667,51.4100993018,35.816364,38.098125,40.6087236667,30.595322,50.3467809688,31.920382,49.7691834963,37.439213,45.2101910714,50.3371543442,42.2559516555,54.8261103288,58.1561103288,51.4100993018,37.906151,56.583233,45.9190556031,56.1961103288,58.8961103288,34.1693122298,62.1670194197,32.805695,42.9000445444,49.926727,35.790104,47.2089396447,38.3387236667,29.4953487222,41.081882,35.426449,64.0579529181,41.0987236667,34.7591011402,29.8895280852,56.0061103288,30.4223752134,39.1387236667,40.0887236667,43.0790020556,44.9738487604,44.3703022241,43.8799206633,43.0790020556,43.9742248096,45.1121615083,61.6761103288,45.139355,31.027279,39.6601910714,45.5304059577,48.107135889,33.3322142662,48.0037640666,44.1628331022,52.71603,47.6801910714,40.4787236667,31.195974,45.4076478333,32.0687236667,41.3187236667,53.1172638436,44.8229621263,43.2465111474,53.6245831113,53.7561103288,68.4661103288,43.6096474606,38.8887236667,50.5296868351,47.2600804217,31.610888,28.0053487222,40.1887236667,37.031239,43.0790020556,37.0287236667,56.095139,54.460842,47.302071,51.4057096683,41.986538,59.4301910714,39.207882,54.0961103288,41.8987236667,43.6096474606,47.7395916314,29.6753487222,44.6701910714,58.8361103288,43.0790020556,42.7376681858,47.6017625348,54.7961103288,47.6805712546,41.4287236667,43.8327685902,47.2259865703,32.2681098339,38.2587236667,59.1061103288,40.211758,27.3353487222,29.7053487222,58.9461103288,43.0804627205,50.866618694,53.5306350987,39.65197,33.4309605463,44.4001910714,38.9987236667,39.5387236667,41.7087236667,43.2480828831,43.6701910714,41.2387236667,45.1058745652,50.5393134596,27.0153487222,44.7192275654,46.723648,38.0775717791,51.0407631335,48.3598225661,48.0726786149,44.5400496874,50.2601413479,43.3235262002,70.8761103288,63.1161103288,46.9229301142
SSP3,2048,51.0921707757,35.2544448333,50.3227488403,31.8731360196,43.1126151501,44.9439008395,33.8410706111,37.3290902588,32.175339,19.1774132778,40.8144448333,31.033047,51.0217618162,47.3255769452,39.4344448333,48.26173,43.1126151501,44.399820431,35.5225077011,47.88789,54.8058288244,50.637028,61.388817,48.4651432367,46.6585796701,45.9447340396,68.0058288244,63.7858288244,33.666191,34.145695995,58.169193,47.829941,50.7693404638,50.4198339758,49.976883045,47.7775713497,60.134235,63.4758288244,54.7358288244,41.448315,28.4544448333,34.901470124,34.39024,35.503407,52.1644538614,29.180805,59.862522,42.7164404561,43.186184,38.2044448333,51.4468579241,35.954708,38.194378,40.6244448333,30.750746,50.3809999216,32.044994,49.7984891084,37.563553,45.3189640714,50.3712914081,42.2794911168,54.8758288244,58.2058288244,51.4468579241,38.080132,56.618565,45.9582938717,56.2458288244,58.9458288244,34.2352916962,62.2167379154,33.000225,42.9376806279,50.13752,35.926628,47.2408279944,38.3544448333,29.5674132778,41.207973,35.581959,64.10449384,41.1144448333,34.8403010508,29.9617843108,56.0558288244,30.5030170042,39.1544448333,40.1044448333,43.1126151501,45.0107177318,44.399820431,43.9034663742,43.1126151501,43.9989190774,45.1507150298,61.7258288244,45.353443,31.147768,39.7689640714,45.5630132098,48.1455161697,33.4151417295,48.0427788982,44.1898244839,52.697697,47.7889640714,40.4944448333,31.311575,45.4498001667,32.0844448333,41.3344448333,53.1579565166,44.8579934066,43.2623423841,53.6724433493,53.8058288244,68.5158288244,43.6321085112,38.9044448333,50.5654616791,47.2916773649,31.763882,28.0774132778,40.2044448333,37.157791,43.1126151501,37.0444448333,56.177425,54.644222,47.401978,51.4489364125,42.135311,59.5389640714,39.321243,54.1458288244,41.9144448333,43.6321085112,47.7802280931,29.7474132778,44.7789640714,58.8858288244,43.1126151501,42.7717504991,47.6432450644,54.8458288244,47.709772189,41.4444448333,43.8557400225,47.2577777846,32.3471801778,38.2744448333,59.1558288244,40.57209,27.4074132778,29.7774132778,58.9958288244,43.1220474378,50.9052596535,53.5771680099,39.647755,33.5125530402,44.5089640714,39.0144448333,39.5544448333,41.7244448333,43.2639332624,43.7789640714,41.2544448333,45.1443515163,50.5751701927,27.0874132778,44.752995433,46.867832,38.1618649294,51.0921707757,48.3966517224,48.1112704125,44.5716352968,50.2936232996,43.340295425,70.9258288244,63.1658288244,46.9564481816
SSP3,2049,51.1428945379,35.2696336667,50.3554998007,31.9506623988,43.145722083,44.9795662593,33.9158065574,37.3990125053,32.330727,19.2495262222,40.8296336667,31.161385,51.0606693112,47.3559500783,39.4496336667,48.531265,43.145722083,44.4288963494,35.5951178164,48.161259,54.8552772474,50.536701,61.5014,48.5008315357,46.6953808256,45.9835134777,68.0552772474,63.8352772474,33.857124,34.2138078705,58.260578,47.885239,50.8060247657,50.4534400105,50.0065878033,47.8051928281,60.295605,63.5252772474,54.7852772474,41.418949,28.4696336667,34.9681555559,34.597332,35.674088,52.2134255804,29.330873,60.063515,42.7489179468,43.282547,38.2196336667,51.4830483689,36.093395,38.291214,40.6396336667,30.90645,50.4142639266,32.169743,49.8266226678,37.687778,45.4277257857,50.4044699056,42.30254927,54.9252772474,58.2552772474,51.4830483689,38.255424,56.651299,45.9969907602,56.2952772474,58.9952772474,34.3014553155,62.2661863383,33.195049,42.9749274034,50.347645,36.063126,47.2717170627,38.3696336667,29.6395262222,41.333851,35.738079,64.1487354529,41.1296336667,34.9217854321,30.0340932606,56.1052772474,30.5839011875,39.1696336667,40.1196336667,43.145722083,45.0471923886,44.4288963494,43.9265308177,43.145722083,44.0231395738,45.1888852309,61.7752772474,45.567112,31.268251,39.8777257857,45.5951271701,48.1833016175,33.4983632834,48.0812384295,44.216357086,52.678493,47.8977257857,40.5096336667,31.426929,45.4915926667,32.0996336667,41.3496336667,53.1979802947,44.8926183788,43.2776420058,53.7199514042,53.8552772474,68.5652772474,43.6537200412,38.9196336667,50.6003503252,47.3222568721,31.917007,28.1495262222,40.2196336667,37.283993,43.145722083,37.0596336667,56.259392,54.828224,47.501072,51.4916062343,42.284134,59.6477257857,39.434551,54.1952772474,41.9296336667,43.6537200412,47.8204102824,29.8195262222,44.8877257857,58.9352772474,43.145722083,42.8054203109,47.6843260318,54.8952772474,47.7378064157,41.4596336667,43.8782264396,47.2885636659,32.4264573704,38.2896336667,59.2052772474,40.931984,27.4795262222,29.8495262222,59.0452772474,43.1632686172,50.9431410594,53.6232900876,39.642376,33.5944325923,44.6177257857,39.0296336667,39.5696336667,41.7396336667,43.2792521517,43.8877257857,41.2696336667,45.1824446471,50.6101443462,27.1595262222,44.7863487471,47.011898,38.2462533434,51.1428945379,48.4327894104,48.1492805548,44.6027921104,50.3261177378,43.3565391566,70.9752772474,63.2152772474,46.9890684993
SSP3,2050,51.1929663388,35.2843691667,50.3872860885,32.0284508508,43.1783473401,45.0147407592,33.9910034673,37.4694471226,32.486595,19.3218071667,40.8443691667,31.289812,51.0988871589,47.3852642614,39.4643691667,48.800674,43.1783473401,44.4574934436,35.6682076717,48.43557,54.9045069084,50.432266,61.613781,48.5357200405,46.7315792073,46.0216438388,68.1045069084,63.8845069084,34.049984,34.2824561799,58.351662,47.939068,50.8419201057,50.4861195705,50.0351918088,47.8316211918,60.457718,63.5745069084,54.8345069084,41.387783,28.4843691667,35.0353936738,34.805264,35.845169,52.2621572422,29.481739,60.2654,42.7809103693,43.378174,38.2343691667,51.5186936118,36.23254,38.390144,40.6543691667,31.06291,50.4465861777,32.294697,49.8535852856,37.811974,45.5365283571,50.4367028295,42.3251396451,54.9745069084,58.3045069084,51.5186936118,38.43232,56.681442,46.0350345468,56.3445069084,59.0445069084,34.368177566,62.3154159993,33.390522,43.0116803562,50.557072,36.199699,47.3015723369,38.3843691667,29.7118071667,41.459972,35.894855,64.1907913518,41.1443691667,35.0036538897,30.1065736164,56.1545069084,30.6651057944,39.1843691667,40.1343691667,43.1783473401,45.0831746401,44.4574934436,43.9491274715,43.1783473401,44.0468901584,45.2265599142,61.8245069084,45.780384,31.388784,39.9865283571,45.6266373085,48.2203895235,33.581945879,48.1190332859,44.2424155323,52.65871,48.0065283571,40.5243691667,31.542046,45.532883,32.1143691667,41.3643691667,53.2373642921,44.9267543409,43.2924880908,53.7671540168,53.9045069084,68.6145069084,43.6745184095,38.9343691667,50.6343697935,47.3517874916,32.070366,28.2218071667,40.2343691667,37.411072,43.1783473401,37.0743691667,56.341038,55.012833,47.599358,51.5337544798,42.433182,59.7565283571,39.548367,54.2445069084,41.9443691667,43.6745184095,47.8600117898,29.8918071667,44.9965283571,58.9845069084,43.1783473401,42.838602866,47.7248701397,54.9445069084,47.7646676523,41.4743691667,43.900246128,47.3183107218,32.5060270609,38.3043691667,59.2545069084,41.291424,27.5518071667,29.9218071667,59.0945069084,43.2039886786,50.9802869805,53.6690448086,39.635834,33.6766917183,44.7265283571,39.0443691667,39.5843691667,41.7543691667,43.2941174689,43.9965283571,41.2843691667,45.2200424018,50.6442531417,27.2318071667,44.8192153853,47.155838,38.3309785079,51.1929663388,48.4681492154,48.186604111,44.6334662801,50.3576360439,43.3723276185,71.0245069084,63.2645069084,47.0207394349
SSP3,2051,51.2437055007,35.2999478333,50.4196527905,32.1065669605,43.2120616636,45.0514203595,34.0667903949,37.5405998683,32.643143,19.3943198333,40.8599478333,31.418564,51.1375221602,47.4154996463,39.4799478333,49.070473,43.2120616636,44.4873826235,35.7419885034,48.71199,54.9538741955,50.32917,61.72649,48.5718937141,46.7688760669,46.061271041,68.1538741955,63.9338741955,34.244507,34.3518173344,58.442856,48.001667,50.8782915545,50.5193568697,50.0644570087,47.8587823321,60.620998,63.6238741955,54.8838741955,41.356758,28.4999478333,35.1033710865,35.014599,36.017025,52.3110391714,29.633133,60.468384,42.814304838,43.474686,38.2499478333,51.5549333996,36.372093,38.492867,40.6699478333,31.220295,50.479475238,32.4198,49.8812507633,37.936432,45.6456567143,50.4695048301,42.3488275734,55.0238741955,58.3538741955,51.5549333996,38.610603,56.710007,46.0745695216,56.3938741955,59.0938741955,34.4356487871,62.3647832865,33.586628,43.0499895289,50.768044,36.336594,47.3323841427,38.3999478333,29.7843198333,41.586445,36.052227,64.2307695198,41.1599478333,35.0859872318,30.1792891681,56.2038741955,30.7466975651,39.1999478333,40.1499478333,43.2120616636,45.1206881516,44.4873826235,43.9728218819,43.2120616636,44.0717758706,45.2658206685,61.8738741955,45.994396,31.508892,40.0956567143,45.6602063823,48.258906205,33.6659570607,48.158303077,44.2696838482,52.638577,48.1156567143,40.5399478333,31.658207,45.5758765,32.1299478333,41.3799478333,53.2771358412,44.9623617696,43.3081809239,53.8145457108,53.9538741955,68.6638741955,43.6961188813,38.9499478333,50.6689129883,47.3822534448,32.224037,28.2943198333,40.2499478333,37.538826,43.2120616636,37.0899478333,56.424732,55.199173,47.698208,51.5762201083,42.583813,59.8656567143,39.663097,54.2938741955,41.9599478333,43.6961188813,47.9012061945,29.9643198333,45.1056567143,59.0338741955,43.2120616636,42.8732260107,47.7670686906,54.9938741955,47.7922899293,41.4899478333,43.9233448875,47.3490072434,32.5859554365,38.3199478333,59.3038741955,41.649746,27.6243198333,29.9943198333,59.1438741955,43.2463934381,51.0178772653,53.7150253646,39.633858,33.7594084014,44.8356567143,39.0599478333,39.5999478333,41.7699478333,43.3098301571,44.1056567143,41.2999478333,45.2592237359,50.6788833963,27.3043198333,44.8535123819,47.299721,38.4162756687,51.2437055007,48.5048249621,48.225371829,44.6654998033,50.3897415668,43.3889933481,71.0738741955,63.3138741955,47.0534854528
SSP3,2052,51.2973541288,35.3177121667,50.4548863639,32.1873765622,43.2481405056,45.0903650329,34.1456528043,37.6148213988,32.802521,19.4692653889,40.8777121667,31.555111,51.1787062703,47.4487019301,39.4977121667,49.342815,43.2481405056,44.5195113229,35.8187687226,48.992947,55.0052465336,50.229668,61.845161,48.6107186797,46.808984217,46.1033659878,68.2052465336,63.9852465336,34.446396,34.4243328575,58.538006,48.072056,50.9173268596,50.5554169064,50.096746306,47.8890737606,60.790958,63.6752465336,54.9352465336,41.32719,28.5177121667,35.1745198556,35.226768,36.191563,52.3619507562,29.785332,60.675404,42.8499520173,43.575226,38.2677121667,51.5935326199,36.519882,38.601189,40.6877121667,31.380798,50.5152046894,32.552258,49.912021434,38.067524,45.7568510714,50.5051516351,42.3747316849,55.0752465336,58.4052465336,51.5935326199,38.79837,56.740536,46.1165771427,56.4452465336,59.1452465336,34.506297579,62.4161556245,33.784344,43.0905699071,50.987984,36.481983,47.3661322118,38.4177121667,29.8592653889,41.716019,36.215664,64.2687726053,41.1777121667,35.1713156877,30.2544470444,56.2552465336,30.8311444728,39.2177121667,40.1677121667,43.2481405056,45.1604698744,44.5195113229,43.9987324998,43.2481405056,44.0988822735,45.3073562092,61.9252465336,46.213757,31.634266,40.2068510714,45.6967945542,48.2999496527,33.7529359006,48.2000596084,44.2991818208,52.624886,48.2268510714,40.5577121667,31.786737,45.6211588333,32.1477121667,41.3977121667,53.3193988834,45.0002302366,43.3260598533,53.8640426056,54.0052465336,68.7152465336,43.7203650763,38.9677121667,50.7062127202,47.4156740428,32.380352,28.3692653889,40.2677121667,37.670364,43.2481405056,37.1077121667,56.512329,55.390636,47.798973,51.6210406575,42.738708,59.9768510714,39.787552,54.3452465336,41.9777121667,43.7203650763,47.9447850505,30.0392653889,45.2168510714,59.0852465336,43.2481405056,42.9101064897,47.8115983246,55.0452465336,47.823017986,41.5077121667,43.948657613,47.3826461555,32.6686615885,38.3377121667,59.3552465336,42.00864,27.6992653889,30.0692653889,59.1952465336,43.2910848153,51.0580696192,53.7631826571,39.640438,33.8451154921,44.9468510714,39.0777121667,39.6177121667,41.7877121667,43.3277290162,44.2168510714,41.3177121667,45.3006795576,50.7162657745,27.3792653889,44.8900654855,47.445538,38.5042681166,51.2973541288,48.5441253168,48.2666529713,44.6997809155,50.4247272011,43.4078488351,71.1252465336,63.3652465336,47.0890649351
SSP3,2053,51.3501499834,35.3350328333,50.4892868551,32.2682974597,43.2837948099,45.1289380056,34.2247063184,37.6891638567,32.961845,19.5442098889,40.8950328333,31.691568,51.219163461,47.4810967842,39.5150328333,49.615074,43.2837948099,44.5512451626,35.895654936,49.274803,55.0560737192,50.126438,61.96365,48.6489490496,46.8485008441,46.1449901165,68.2560737192,64.0360737192,34.649887,34.4970081082,58.632607,48.141743,50.9555969088,50.5906586059,50.1281499928,47.9184475755,60.961662,63.7260737192,54.9860737192,41.295948,28.5350328333,35.2458215956,35.438732,36.366528,52.4123089681,29.937637,60.8769937602,42.8852162918,43.675137,38.2850328333,51.6315317532,36.66798,38.709949,40.7050328333,31.541412,50.5501099056,32.684841,49.9418794007,38.198517,45.8679505714,50.5399727305,42.4002197868,55.1260737192,58.4560737192,51.6315317532,38.987019,56.7686,46.1581106403,56.4960737192,59.1960737192,34.5770968699,62.4669828101,33.98196,43.1307841424,51.207954,36.627445,47.3990935108,38.4350328333,29.9342098889,41.845528,36.379677,64.3048981852,41.1950328333,35.2568672143,30.329607933,56.3060737192,30.9157723648,39.2350328333,40.1850328333,43.2837948099,45.1998827407,44.5512451626,44.0242271304,43.2837948099,44.1255767519,45.3485288524,61.9760737192,46.432819,31.759638,40.3179505714,45.7328900644,48.3404824804,33.8401442349,48.2413325117,44.3282759951,52.610794,48.3379505714,40.5750328333,31.915083,45.666091,32.1650328333,41.4150328333,53.3609542553,45.0377233462,43.3434955054,53.9129608884,54.0560737192,68.7660737192,43.7439388951,38.9850328333,50.7427162321,47.4482954748,32.536736,28.4442098889,40.2850328333,37.801853,43.2837948099,37.1250328333,56.599663,55.58271,47.898968,51.6651991646,42.893578,60.0879505714,39.911968,54.3960737192,41.9950328333,43.7439388951,47.9879492585,30.1142098889,45.3279505714,59.1360737192,43.2837948099,42.9466082544,47.8557493003,55.0960737192,47.8528449568,41.5250328333,43.9735523196,47.4154941655,32.7515153729,38.3550328333,59.4060737192,42.365788,27.7742098889,30.1442098889,59.2460737192,43.3354240179,51.09751736,53.8107374378,39.646095,33.9310475254,45.0579505714,39.0950328333,39.6350328333,41.8050328333,43.3451846658,44.3279505714,41.3350328333,45.3417722109,50.7528534072,27.4542098889,44.9262387624,47.59132,38.5923011207,51.3501499834,48.5828490705,48.3074324909,44.7336744814,50.4588753298,43.426264363,71.1760737192,63.4160737192,47.1239269712
SSP3,2054,51.4019232433,35.3519083333,50.5228223614,32.3493349452,43.3190276448,45.1671449615,34.3039541469,37.7636194175,33.121109,19.6191491111,40.9119083333,31.827934,51.2587960392,47.5127055104,39.5319083333,49.887257,43.3190276448,44.5825875145,35.9726407354,49.557541,55.1061454161,50.019505,62.081997,48.6865998566,46.8873744527,46.1861548144,68.3061454161,64.0861454161,34.854977,34.569836828,58.726662,48.210804,50.9930277667,50.6250409278,50.1586687188,47.9469283241,61.133095,63.7761454161,55.0361454161,41.263027,28.5519083333,35.3172680089,35.650555,36.541946,52.4619085653,30.090004,61.0691864735,42.9201022269,43.774406,38.3019083333,51.6688452531,36.816422,38.819118,40.7219083333,31.702087,50.5841535013,32.817558,49.9708421031,38.329414,45.9789678571,50.5739316446,42.4252931401,55.1761454161,58.5061454161,51.6688452531,39.176525,56.794205,46.1991814988,56.5461454161,59.2461454161,34.6480376166,62.517054507,34.179489,43.1706384734,51.428028,36.773014,47.4312887328,38.4519083333,30.0091491111,41.97496,36.544296,64.3392390158,41.2119083333,35.3426546677,30.4047679563,56.3561454161,31.0005924347,39.2519083333,40.2019083333,43.3190276448,45.2389327182,44.5825875145,44.0493070365,43.3190276448,44.1518609746,45.3893451607,62.0261454161,46.651611,31.885002,40.4289678571,45.7684756881,48.3805172474,33.9275973655,48.2821335516,44.3569688507,52.596375,48.4489678571,40.5919083333,32.043251,45.7106808333,32.1819083333,41.4319083333,53.401692335,45.0748464173,43.3604864191,53.9611109582,54.1061454161,68.8161454161,43.7668516177,39.0019083333,50.7783687773,47.4801387994,32.693192,28.5191491111,40.3019083333,37.933262,43.3190276448,37.1419083333,56.686722,55.775387,47.998177,51.7085577312,43.048477,60.1989678571,40.036339,54.4461454161,42.0119083333,43.7668516177,48.0307085511,30.1891491111,45.4389678571,59.1861454161,43.3190276448,42.9827362885,47.89953029,55.1461454161,47.8817949021,41.5419083333,43.9980300674,47.4475720883,32.8345251593,38.3719083333,59.4561454161,42.721272,27.8491491111,30.2191491111,59.2961454161,43.3794186788,51.1361337596,53.8575149169,39.650837,34.0172179221,45.1689678571,39.1119083333,39.6519083333,41.8219083333,43.3621956514,44.4389678571,41.3519083333,45.3825082315,50.788590634,27.5291491111,44.9620370854,47.737095,38.6803744797,51.4019232433,48.6210107261,48.3477226821,44.767184603,50.4921567915,43.4442388018,71.2261454161,63.4661454161,47.1580902125
SSP3,2055,51.4527100828,35.3683435,50.5555117946,32.4304880793,43.3538496033,45.2050020227,34.3833930046,37.8381791118,33.280308,19.6940780556,40.9283435,31.964207,51.2976292013,47.5435428317,39.5483435,50.159374,43.3538496033,44.6135508679,36.0497181181,49.841145,55.1554975806,49.90889,62.200203,48.7236880472,46.925621529,46.2268783209,68.3554975806,64.1354975806,35.061638,34.6428105686,58.820171,48.279354,51.02964236,50.6585836567,50.1883182861,47.9745295783,61.305264,63.8254975806,55.0854975806,41.228443,28.5683435,35.3888495353,35.862251,36.717831,52.5107850176,30.242411,61.2524201804,42.9546241872,43.873043,38.3183435,51.7054953874,36.965214,38.928654,40.7383435,31.862797,50.6173549119,32.950394,49.9989237396,38.460224,46.0899079286,50.6070477257,42.4499609162,55.2254975806,58.5554975806,51.7054953874,39.366856,56.817356,46.2398079233,56.5954975806,59.2954975806,34.7191098521,62.5664066715,34.376911,43.210149894,51.648239,36.918728,47.4627328167,38.4683435,30.0840780556,42.104321,36.709518,64.3718832711,41.2283435,35.4286800224,30.4799222613,56.4054975806,31.0856062618,39.2683435,40.2183435,43.3538496033,45.2776363751,44.6135508679,44.0739813934,43.3538496033,44.1777447538,45.4298226371,62.0754975806,46.870155,32.010361,40.5399079286,45.8035799884,48.4200717774,34.0152986247,48.3224808336,44.3852714748,52.581741,48.5599079286,40.6083435,32.171242,45.7549478333,32.1983435,41.4483435,53.4416394582,45.1116149983,43.3770374887,54.0085267907,54.1554975806,68.8654975806,43.7891125332,39.0183435,50.8131914497,47.5112188257,32.849716,28.5940780556,40.3183435,38.064571,43.3538496033,37.1583435,56.773514,55.968655,48.096592,51.7511453943,43.203415,60.3099079286,40.16066,54.4954975806,42.0283435,43.7891125332,48.0730817548,30.2640780556,45.5499079286,59.2354975806,43.3538496033,43.0185056139,47.9429604963,55.1954975806,47.9098815663,41.5583435,44.0220997131,47.4788948197,32.9176913211,38.3883435,59.5054975806,43.075142,27.9240780556,30.2940780556,59.3454975806,43.423087983,51.1739429669,53.9035476551,39.654671,34.103628965,45.2799079286,39.1283435,39.6683435,41.8383435,43.3787668781,44.5499079286,41.3683435,45.4229050798,50.823498636,27.6040780556,44.9974753017,47.882862,38.7684844273,51.4527100828,48.658627418,48.3875414628,44.8003249168,50.524590236,43.4617775664,71.2754975806,63.5154975806,47.191570322
SSP3,2056,51.5037186723,35.3857028333,50.5886881075,32.5118921716,43.3898524585,45.2445658974,34.4631627752,37.9130348562,33.439983,19.7691561667,40.9457028333,32.100765,51.3365998452,47.575402978,39.5657028333,50.431713,43.3898524585,44.6459691739,36.1270899015,50.126148,55.2043890044,49.799477,62.31876,48.7622264291,46.9650297516,46.2693005619,68.4043890044,64.1843890044,35.269817,34.7160926851,58.913895,48.357521,51.0665206066,50.6925647377,50.2186276123,48.0029324105,61.4756938086,63.8743890044,55.1343890044,41.193901,28.5857028333,35.4607345845,36.074554,36.894543,52.5592277831,30.394924,61.4271125025,42.9907311134,43.972473,38.3357028333,51.7425359487,37.114418,39.039196,40.7557028333,32.023968,50.6510140856,33.083397,50.0277543042,38.591286,46.2011202143,50.6406264226,42.4758536367,55.2743890044,58.6043890044,51.7425359487,39.558178,56.839149,46.2821264448,56.6443890044,59.3443890044,34.790483835,62.6152980953,34.574467,43.25142857,51.870399,37.064789,47.4952412094,38.4857028333,30.1591561667,42.23354,36.875351,64.4029147685,41.2457028333,35.5150592501,30.5552294185,56.4543890044,31.1709341856,39.2857028333,40.2357028333,43.3898524585,45.3180777758,44.6459691739,44.0998809349,43.3898524585,44.2048979039,45.4721026637,62.1243890044,47.089893,32.135277,40.6511202143,45.8408704861,48.4612451201,34.1033579314,48.3645011279,44.414931842,52.567261,48.6711202143,40.6257028333,32.30051,45.8011558333,32.2157028333,41.4657028333,53.4816607115,45.1500506253,43.3945169595,54.0555920029,54.2043890044,68.9143890044,43.8122529145,39.0357028333,50.8483796831,47.5433382706,33.006462,28.6691561667,40.3357028333,38.196022,43.3898524585,37.1757028333,56.862675,56.163792,48.196243,51.7936570182,43.359959,60.4211202143,40.285713,54.5443890044,42.0457028333,43.8122529145,48.1172664813,30.3391561667,45.6611202143,59.2843890044,43.3898524585,43.0559054776,47.9882744917,55.2443890044,47.9388029956,41.5757028333,44.0473724504,47.5112735631,33.0011413627,38.4057028333,59.5543890044,43.427666,27.9991561667,30.3691561667,59.3943890044,43.4686764505,51.2119478889,53.9493084304,39.66415,34.1903952253,45.3911202143,39.1457028333,39.6857028333,41.8557028333,43.3962672424,44.6611202143,41.3857028333,45.4651015324,50.8587673461,27.6791561667,45.0345319594,48.028633,38.8568815471,51.5037186723,48.6977304343,48.4289971227,44.8349997182,50.5575251184,43.4802808176,71.3243890044,63.5643890044,47.2262539415
