CountryCode,year,rmultiGini,gdppercappppconst
IDN,2002,34.299999,2767.892764
IDN,2003,,2863.434288
IDN,2004,,2970.435858
IDN,2005,39.400002,3102.28377
IDN,2006,,3235.708534
IDN,2007,,3403.369257
IDN,2008,,3569.809055
IDN,2009,37,3696.297262
IDN,2010,38,3885.09842
IDN,2011,39,4094.062086
IDN,2012,41,
IDN,2013,,
IDN,2014,,
IDN,2015,,
IDN,2016,,
IDN,2017,,
IDN,2018,,
IRL,1960,,
IRL,1961,,
IRL,1962,,
IRL,1963,,
IRL,1964,,
IRL,1965,,
IRL,1966,,
IRL,1967,,
IRL,1968,,
IRL,1969,,
IRL,1970,,
IRL,1971,,
IRL,1972,,
IRL,1973,,
IRL,1974,,
IRL,1975,,
IRL,1976,,
IRL,1977,,
IRL,1978,,
IRL,1979,,
IRL,1980,,13241.1677
IRL,1981,,13522.1848
IRL,1982,,13700.81576
IRL,1983,,13570.79402
IRL,1984,,14074.2271
IRL,1985,,14485.29786
IRL,1986,,14416.70076
IRL,1987,,15087.40037
IRL,1988,,15942.61126
IRL,1989,,16936.48
IRL,1990,,18354.91133
IRL,1991,,18601.83979
IRL,1992,,19093.04136
IRL,1993,,19509.38243
IRL,1994,,20551.13881
IRL,1995,33,22415.90198
IRL,1996,33,24341.3449
IRL,1997,33,26729.34221
IRL,1998,34,28515.35763
IRL,1999,32,30991.56988
IRL,2000,30,33424.40872
IRL,2001,29,34473.0648
IRL,2002,,35887.81214
IRL,2003,31,36776.58045
IRL,2004,32,37738.05688
IRL,2005,32,38896.3876
IRL,2006,32,39996.8646
IRL,2007,31.299999,41136.97454
IRL,2008,29.9,39294.28754
IRL,2009,28.799999,36273.24842
IRL,2010,33.200001,35993.08481
IRL,2011,,36144.66622
IRL,2012,,
IRL,2013,,
IRL,2014,,
IRL,2015,,
IRL,2016,,
IRL,2017,,
IRL,2018,,
ISR,1960,,
ISR,1961,,
ISR,1962,,
ISR,1963,,
ISR,1964,,
ISR,1965,,
ISR,1966,,
ISR,1967,,
ISR,1968,,
ISR,1969,,
ISR,1970,,
ISR,1971,,
ISR,1972,,
ISR,1973,,
ISR,1974,,
ISR,1975,,
ISR,1976,,
ISR,1977,,
ISR,1978,,
ISR,1979,36.400002,
ISR,1980,,15027.81909
ISR,1981,,15489.87493
ISR,1982,,15476.64674
ISR,1983,,15731.21475
ISR,1984,,15667.28804
ISR,1985,,15924.13437
ISR,1986,34.900002,16430.94103
ISR,1987,,17329.76756
ISR,1988,,17389.98374
ISR,1989,,17246.05685
ISR,1990,,17863.46023
ISR,1991,,18115.3717
ISR,1992,35.400002,18484.96199
ISR,1993,,19000.32933
ISR,1994,,19798.08049
ISR,1995,,20535.163
ISR,1996,,21103.10111
ISR,1997,35.799999,21276.33384
ISR,1998,,21651.51869
ISR,1999,,21815.46594
ISR,2000,,23212.92287
ISR,2001,37.200001,22621.5247
ISR,2002,,22042.87281
ISR,2003,,21975.8204
ISR,2004,,22636.70982
ISR,2005,37,23339.95407
ISR,2006,,24213.78554
ISR,2007,36.900002,25095.07358
ISR,2008,,25646.27855
ISR,2009,,25250.15386
ISR,2010,37.900002,25994.53786
ISR,2011,,26719.96676
ISR,2012,,
ISR,2013,,
ISR,2014,,
ISR,2015,,
ISR,2016,,
ISR,2017,,
ISR,2018,,
ITA,1960,,
ITA,1961,,
ITA,1962,,
ITA,1963,,
ITA,1964,,
ITA,1965,,
ITA,1966,,
ITA,1967,,
ITA,1968,,
ITA,1969,,
ITA,1970,,
ITA,1971,,
ITA,1972,,
ITA,1973,,
ITA,1974,,
ITA,1975,,
ITA,1976,,
ITA,1977,,
ITA,1978,,
ITA,1979,,
ITA,1980,,18814.44221
ITA,1981,,18950.51435
ITA,1982,,19014.79923
ITA,1983,,19230.14015
ITA,1984,,19846.03981
ITA,1985,,20395.4539
ITA,1986,,20977.61498
ITA,1987,32.700001,21645.00318
ITA,1988,,22541.98122
ITA,1989,30,23288.31511
ITA,1990,,23730.89552
ITA,1991,29.1,24079.30674
ITA,1992,,24263.7079
ITA,1993,33.700001,24042.08278
ITA,1994,,24554.23095
ITA,1995,33,25262.67019
ITA,1996,32,25542.14237
ITA,1997,31,26004.99966
ITA,1998,31,26374.00506
ITA,1999,30,26752.216
ITA,2000,29,27717.07423
ITA,2001,29,28215.94285
ITA,2002,33.299999,28253.9674
ITA,2003,,28021.54093
ITA,2004,33,28226.87466
ITA,2005,33,28279.87053
ITA,2006,32,28737.7242
ITA,2007,32.200001,29007.90948
ITA,2008,31,28453.5621
ITA,2009,31.5,26729.15091
ITA,2010,31.200001,27082.53427
ITA,2011,31.9,27072.29302
ITA,2012,,
ITA,2013,,
ITA,2014,,
ITA,2015,,
ITA,2016,,
ITA,2017,,
ITA,2018,,
JAM,1960,,
JAM,1961,,
JAM,1962,,
JAM,1963,,
JAM,1964,,
JAM,1965,,
JAM,1966,,
JAM,1967,,
JAM,1968,,
JAM,1969,,
JAM,1970,,
JAM,1971,,
JAM,1972,,
JAM,1973,,
JAM,1974,,
JAM,1975,,
JAM,1976,,
JAM,1977,,
JAM,1978,,
JAM,1979,,
JAM,1980,,
JAM,1981,,
JAM,1982,,
JAM,1983,,
JAM,1984,,
JAM,1985,,
JAM,1986,,
JAM,1987,,
JAM,1988,,
JAM,1989,,
JAM,1990,56,
JAM,1991,,
JAM,1992,,
JAM,1993,,
JAM,1994,,
JAM,1995,,
JAM,1996,66,
JAM,1997,,
JAM,1998,,
JAM,1999,53,
JAM,2000,,
JAM,2001,61,
JAM,2002,58,
JAM,2003,,
JAM,2004,,
JAM,2005,,7082.60666
JAM,2006,,
JAM,2007,,
JAM,2008,,
JAM,2009,,
JAM,2010,,
JAM,2011,,
JAM,2012,,
JAM,2013,,
JAM,2014,,
JAM,2015,,
JAM,2016,,
JAM,2017,,
JAM,2018,,
JOR,1960,,
JOR,1961,,
JOR,1962,,
JOR,1963,,
JOR,1964,,
JOR,1965,,
JOR,1966,,
JOR,1967,,
JOR,1968,,
JOR,1969,,
JOR,1970,,
JOR,1971,,
JOR,1972,,
JOR,1973,,
JOR,1974,,
JOR,1975,,
JOR,1976,,
JOR,1977,,
JOR,1978,,
JOR,1979,,
JOR,1980,,3931.311011
JOR,1981,,3959.790475
JOR,1982,,4085.52331
JOR,1983,,4003.722147
JOR,1984,,4187.015575
JOR,1985,,4179.86371
JOR,1986,,4310.034036
JOR,1987,,4275.891924
JOR,1988,,4051.493448
JOR,1989,,3382.561766
JOR,1990,,3292.670809
JOR,1991,,2998.065112
JOR,1992,,3378.480147
JOR,1993,,3378.429444
JOR,1994,,3411.575678
JOR,1995,,3506.790048
JOR,1996,,3472.351154
JOR,1997,,3479.343799
JOR,1998,,3476.351075
JOR,1999,,3530.420335
JOR,2000,,3590.517884
JOR,2001,,3687.477922
JOR,2002,,3807.526998
JOR,2003,,3869.824311
JOR,2004,,4100.978089
JOR,2005,,4334.477445
JOR,2006,,4579.703496
JOR,2007,,4844.754866
JOR,2008,,5082.931437
JOR,2009,,5245.625616
JOR,2010,,5249.496595
JOR,2011,,5268.396279
JOR,2012,,
JOR,2013,,
JOR,2014,,
JOR,2015,,
JOR,2016,,
JOR,2017,,
JOR,2018,,
KGZ,1993,,1645.809392
KGZ,1996,,1299.88736
KGZ,2000,,1506.616321
KGZ,2001,,1571.807003
KGZ,2002,,1557.175147
KGZ,2003,,1649.266553
KGZ,2004,,1743.926646
KGZ,2005,,1721.340925
KGZ,2006,,1755.775083
LAO,1960,,
LAO,1961,,
LAO,1962,,
LAO,1963,,
LAO,1964,,
LAO,1965,,
LAO,1966,,
LAO,1967,,
LAO,1968,,
LAO,1969,,
LAO,1970,,
LAO,1971,,
LAO,1972,,
LAO,1973,,
LAO,1974,,
LAO,1975,,
LAO,1976,,
LAO,1977,,
LAO,1978,,
LAO,1979,,
LAO,1980,,
LAO,1981,,
LAO,1982,,
LAO,1983,,
LAO,1984,,859.4686478
LAO,1985,,879.0088916
LAO,1986,,897.165022
LAO,1987,,860.2593593
LAO,1988,,819.7551939
LAO,1989,,910.1187293
LAO,1990,,944.1180337
LAO,1991,,957.2969051
LAO,1992,30.4,982.6700892
LAO,1993,,1012.761281
LAO,1994,,1067.114417
LAO,1995,,1114.246556
LAO,1996,,1164.050441
LAO,1997,37,1217.109707
LAO,1998,,1239.634185
LAO,1999,,1304.709019
LAO,2000,,1355.407271
LAO,2001,,1409.021548
LAO,2002,34.599998,1468.582535
LAO,2003,,1533.870362
LAO,2004,,1606.912235
LAO,2005,,1695.311974
LAO,2006,,1813.622418
LAO,2007,,1921.852117
LAO,2008,,2041.053238
LAO,2009,,2161.80882
LAO,2010,,2312.56476
LAO,2011,,2463.838753
LVA,1960,,
LVA,1961,,
LVA,1962,,
LVA,1963,,
LVA,1964,,
LVA,1965,,
LVA,1966,,
LVA,1967,,
LVA,1968,,
LVA,1969,,
LVA,1970,,
LVA,1971,,
LVA,1972,,
LVA,1973,,
LVA,1974,,
LVA,1975,,
LVA,1976,,
LVA,1977,,
LVA,1978,,
LVA,1979,,
LVA,1980,,8271.806956
LVA,1981,,8595.416372
LVA,1982,,8756.906652
LVA,1983,,9159.936345
LVA,1984,,9626.354654999999
LVA,1985,,9527.639867
LVA,1986,,9895.580513000001
LVA,1987,,10024.05092
LVA,1988,,10428.32556
LVA,1989,,10965.35279
LVA,1990,,10108.73251
LVA,1991,,8877.416396000001
LVA,1992,,6109.658214
LVA,1993,,5920.826218
LVA,1994,,6152.61421
LVA,1995,,6182.005024
LVA,1996,,6489.039733
LVA,1997,32.599998,7096.901151
LVA,1998,33,7502.481841
LVA,1999,33,7919.227892
LVA,2000,32.700001,8529.185181999999
LVA,2001,,9285.562898
LVA,2002,35.799999,9955.849356000001
LVA,2003,37.900002,10733.2246
LVA,2004,39.099998,11727.79145
LVA,2005,,13040.43524
LVA,2006,,14716.07214
LVA,2007,35.400002,16268.63074
LVA,2008,37.700001,15647.04907
LVA,2009,37.400002,12901.72981
LVA,2010,36.099998,12948.29206
LVA,2011,35.400002,13773.49335
LVA,2012,35.900002,
LVA,2013,,
LVA,2014,,
LVA,2015,,
LVA,2016,,
LVA,2017,,
LVA,2018,,
LSO,1960,,
LSO,1961,,
LSO,1962,,
LSO,1963,,
LSO,1964,,
LSO,1965,,
LSO,1966,,
LSO,1967,,
LSO,1968,,
LSO,1969,,
LSO,1970,,
LSO,1971,,
LSO,1972,,
LSO,1973,,
LSO,1974,,
LSO,1975,,
LSO,1976,,
LSO,1977,,
LSO,1978,,
LSO,1979,,
LSO,1980,,833.1756077
LSO,1981,,816.8778356
LSO,1982,,815.8491003
LSO,1983,,769.6465733
LSO,1984,,829.0054044
LSO,1985,,850.5245736000001
LSO,1986,,837.0825198
LSO,1987,,761.8384287
LSO,1988,,813.4794599000001
LSO,1989,,852.8934416
LSO,1990,,891.6080005
LSO,1991,,896.1685361
LSO,1992,,945.1133942
LSO,1993,,958.9712527
LSO,1994,,995.1496615999999
LSO,1995,,994.2295134
LSO,1996,,1020.948843
LSO,1997,,1035.661502
LSO,1998,,1071.968905
LSO,1999,,1057.438328
LSO,2000,,1100.487226
LSO,2001,,1131.855098
LSO,2002,,1131.852911
LSO,2003,,1170.149151
LSO,2004,,1185.987379
LSO,2005,,1207.008899
LSO,2006,,1247.041965
LSO,2007,,1293.316073
LSO,2008,,1349.454756
LSO,2009,,1374.010045
LSO,2010,,1436.293632
LSO,2011,,1503.875887
LSO,2012,,
LSO,2013,,
LSO,2014,,
LSO,2015,,
LSO,2016,,
LSO,2017,,
LSO,2018,,
LTU,1960,,
LTU,1961,,
LTU,1962,,
LTU,1963,,
LTU,1964,,
LTU,1965,,
LTU,1966,,
LTU,1967,,
LTU,1968,,
LTU,1969,,
LTU,1970,,
LTU,1971,,
LTU,1972,,
LTU,1973,,
LTU,1974,,
LTU,1975,,
LTU,1976,,
LTU,1977,,
LTU,1978,,
LTU,1979,,
LTU,1980,,
LTU,1981,,
LTU,1982,,
LTU,1983,,
LTU,1984,,
LTU,1985,,
LTU,1986,,
LTU,1987,,
LTU,1988,,
LTU,1989,,
LTU,1990,,12499.67388
LTU,1991,,11770.19439
LTU,1992,,9278.041444
LTU,1993,,7809.443959
LTU,1994,,7095.844552
LTU,1995,,7385.936913
LTU,1996,,7828.019777
LTU,1997,30.9,8475.006461000001
LTU,1998,33.200001,9187.868930000001
LTU,1999,34.299999,9153.978293
LTU,2000,31,9518.263875000001
LTU,2001,31,10212.62801
LTU,2002,35.700001,10952.024
LTU,2003,31.799999,12126.20412
LTU,2004,30.9,13088.10419
LTU,2005,36.299999,14197.23495
LTU,2006,35,15402.20675
LTU,2007,33.799999,17010.29034
LTU,2008,34,17599.51344
LTU,2009,35.5,15088.88348
LTU,2010,36.900002,15534.44632
LTU,2011,32.900002,16876.70558
LTU,2012,,
LTU,2013,,
LTU,2014,,
LTU,2015,,
LTU,2016,,
LTU,2017,,
LTU,2018,,
LUX,1960,,
LUX,1961,,
LUX,1962,,
LUX,1963,,
LUX,1964,,
LUX,1965,,
LUX,1966,,
LUX,1967,,
LUX,1968,,
LUX,1969,,
LUX,1970,,
LUX,1971,,
LUX,1972,,
LUX,1973,,
LUX,1974,,
LUX,1975,,
LUX,1976,,
LUX,1977,,
LUX,1978,,
LUX,1979,,
LUX,1980,,27622.21649
LUX,1981,,27389.1767
LUX,1982,,27676.29601
LUX,1983,,28495.99971
LUX,1984,,30227.94396
LUX,1985,26.700001,31011.82892
LUX,1986,,33955.33965
LUX,1987,,35068.8939
LUX,1988,,37761.87141
LUX,1989,,41060.48859
LUX,1990,,42706.93668
LUX,1991,26.799999,45781.15651
LUX,1992,,45999.1102
LUX,1993,,47292.24576
LUX,1994,27,48435.12439
LUX,1995,29,48443.50375
LUX,1996,28,48512.65471
LUX,1997,25,50753.03046
LUX,1998,26,53379.44606
LUX,1999,27,57097.78181
LUX,2000,26,61091.23231
LUX,2001,27,61888.26555
LUX,2002,,63748.21891
LUX,2003,28,64027.13548
LUX,2004,26,65882.41785
LUX,2005,26,68290.30822000001
LUX,2006,28,70527.1479
LUX,2007,27.4,74021.45676
LUX,2008,27.700001,72175.96919
LUX,2009,29.200001,67962.63769
LUX,2010,27.9,68678.55001000001
LUX,2011,27.200001,68459.50641
LUX,2012,,
LUX,2013,,
LUX,2014,,
LUX,2015,,
LUX,2016,,
LUX,2017,,
LUX,2018,,
MKD,1960,,
MKD,1961,,
MKD,1962,,
MKD,1963,,
MKD,1964,,
MKD,1965,,
MKD,1966,,
MKD,1967,,
MKD,1968,,
MKD,1969,,
MKD,1970,,
MKD,1971,,
MKD,1972,,
MKD,1973,,
MKD,1974,,
MKD,1975,,
MKD,1976,,
MKD,1977,,
MKD,1978,,
MKD,1979,,
MKD,1980,,
MKD,1981,,
MKD,1982,,
MKD,1983,,
MKD,1984,,
MKD,1985,,
MKD,1986,,
MKD,1987,,
MKD,1988,,
MKD,1989,32.200001,
MKD,1990,34.900002,8522.663881
MKD,1991,,7940.941677
MKD,1992,,7375.541069
MKD,1993,,6789.247248
MKD,1994,27.299999,6637.353974
MKD,1995,29.5,6531.253419
MKD,1996,,6575.819104
MKD,1997,,6637.854523
MKD,1998,,6829.722562
MKD,1999,30.799999,7094.835
MKD,2000,34.599998,7388.3669
MKD,2001,33.400002,7029.582106
MKD,2002,33.200001,7067.913186
MKD,2003,32.400002,7247.040519
MKD,2004,36.200001,7562.914169
MKD,2005,39.099998,7872.432489
MKD,2006,39.400002,8248.30378
MKD,2007,38.5,8734.826977000001
MKD,2008,37.299999,9146.648034
MKD,2009,,9043.770189000001
MKD,2010,,9187.392918
MKD,2011,,9451.232012
MKD,2012,,
MKD,2013,,
MKD,2014,,
MKD,2015,,
MKD,2016,,
MKD,2017,,
MKD,2018,,
MDG,1960,,
MDG,1961,,
MDG,1962,,
MDG,1963,,
MDG,1964,,
MDG,1965,,
MDG,1966,,
MDG,1967,,
MDG,1968,,
MDG,1969,,
MDG,1970,,
MDG,1971,,
MDG,1972,,
MDG,1973,,
MDG,1974,,
MDG,1975,,
MDG,1976,,
MDG,1977,,
MDG,1978,,
MDG,1979,,
MDG,1980,,1288.760935
MDG,1981,,1134.137167
MDG,1982,,1085.865853
MDG,1983,,1068.496905
MDG,1984,,1059.308655
MDG,1985,,1043.696586
MDG,1986,,1035.569381
MDG,1987,,1018.869163
MDG,1988,,1023.833315
MDG,1989,,1035.061543
MDG,1990,,1036.519622
MDG,1991,,942.6991706
MDG,1992,,925.6816543
MDG,1993,46.400002,916.8538162
MDG,1994,,888.5114254
MDG,1995,,876.1150136
MDG,1996,,867.3257084000001
MDG,1997,40.599998,871.4181824
MDG,1998,,877.5010792000001
MDG,1999,40.200001,889.9287732
MDG,2000,,903.6433662
MDG,2001,45.299999,928.8744055
MDG,2002,,786.6978053
MDG,2003,,837.8553525
MDG,2004,,855.7139967000001
MDG,2005,41,868.6750743
MDG,2006,,885.5252525
MDG,2007,,913.3522455
MDG,2008,,950.1313919
MDG,2009,,880.5982514
MDG,2010,39.299999,868.924802
MDG,2011,,852.7659792
MDG,2012,,
MDG,2013,,
MDG,2014,,
MDG,2015,,
MDG,2016,,
MDG,2017,,
MDG,2018,,
MWI,1960,,
MWI,1961,,
MWI,1962,,
MWI,1963,,
MWI,1964,,
MWI,1965,,
MWI,1966,,
MWI,1967,,
MWI,1968,,
MWI,1969,,
MWI,1970,,
MWI,1971,,
MWI,1972,,
MWI,1973,,
MWI,1974,,
MWI,1975,,
MWI,1976,,
MWI,1977,,
MWI,1978,,
MWI,1979,,
MWI,1980,,691.1614669000001
MWI,1981,,637.3155352
MWI,1982,,637.5322459
MWI,1983,,644.180436
MWI,1984,,656.6817079
MWI,1985,,658.2726747
MWI,1986,,623.1840195
MWI,1987,,596.900501
MWI,1988,,580.967574
MWI,1989,,560.5076744
MWI,1990,,571.5945961
MWI,1991,,608.3444288
MWI,1992,,558.0265891
MWI,1993,,609.597885
MWI,1994,,544.3438374
MWI,1995,,628.2579146000001
MWI,1996,,661.6888501
MWI,1997,50.299999,670.2427725
MWI,1998,,677.1096961
MWI,1999,,677.9122202999999
MWI,2000,,669.8012700000001
MWI,2001,,619.8852767
MWI,2002,,614.2398657
MWI,2003,,631.3839171
MWI,2004,39,644.6151912
MWI,2005,,644.8367236
MWI,2006,39,639.5423233
MWI,2007,,679.9377991
MWI,2008,,714.771859
MWI,2009,,755.765837
MWI,2010,,780.3656992
MWI,2011,45.200001,788.8775031
MWI,2012,,
MWI,2013,,
MWI,2014,,
MWI,2015,,
MWI,2016,,
MWI,2017,,
MWI,2018,,
MLI,1960,,
MLI,1961,,
MLI,1962,,
MLI,1963,,
MLI,1964,,
MLI,1965,,
MLI,1966,,
MLI,1967,,
MLI,1968,,
MLI,1969,,
MLI,1970,,
MLI,1971,,
MLI,1972,,
MLI,1973,,
MLI,1974,,
MLI,1975,,
MLI,1976,,
MLI,1977,,
MLI,1978,,
MLI,1979,,
MLI,1980,,750.0858623
MLI,1981,,702.5355891
MLI,1982,,655.9732911
MLI,1983,,673.1802038
MLI,1984,,688.8251323
MLI,1985,,599.6885046
MLI,1986,,639.9426694
MLI,1987,,627.4068133
MLI,1988,,627.5784593
MLI,1989,,690.3101176
MLI,1990,,665.0584112
MLI,1991,,661.4307974
MLI,1992,,699.5837737000001
MLI,1993,,667.2106983
MLI,1994,,655.6136953
MLI,1995,,677.8732781
MLI,1996,,681.093786
MLI,1997,,707.6113489000001
MLI,1998,,729.8126011000001
MLI,1999,,757.1491647
MLI,2000,,758.8539382
MLI,2001,,825.4999558
MLI,2002,,833.8464383000001
MLI,2003,,868.5262662
MLI,2004,,860.2580071
MLI,2005,,884.5543709
MLI,2006,,902.9191241
MLI,2007,,912.9975212000001
MLI,2008,,929.5296889
MLI,2009,,942.0530329
MLI,2010,,966.8625655
MLI,2011,,963.5209228
MLI,2012,,
MLI,2013,,
MLI,2014,,
MLI,2015,,
MLI,2016,,
MLI,2017,,
MLI,2018,,
MLT,1960,,
MLT,1961,,
MLT,1962,,
MLT,1963,,
MLT,1964,,
MLT,1965,,
MLT,1966,,
MLT,1967,,
MLT,1968,,
MLT,1969,,
MLT,1970,,
MLT,1971,,
MLT,1972,,
MLT,1973,,
MLT,1974,,
MLT,1975,,
MLT,1976,,
MLT,1977,,
MLT,1978,,
MLT,1979,,
MLT,1980,,10430.64863
MLT,1981,,10697.13667
MLT,1982,,10709.3138
MLT,1983,,10494.76162
MLT,1984,,10591.45008
MLT,1985,,10676.05995
MLT,1986,,10907.06853
MLT,1987,,11277.47937
MLT,1988,,12126.42096
MLT,1989,,12991.19369
MLT,1990,,13674.08845
MLT,1991,,14385.13368
MLT,1992,,14912.65005
MLT,1993,,15433.71391
MLT,1994,,16162.4366
MLT,1995,,17071.9132
MLT,1996,,17609.62618
MLT,1997,,18409.44871
MLT,1998,,19236.16169
MLT,1999,,20046.18643
MLT,2000,30,21290.93713
MLT,2001,,20338.83408
MLT,2002,,20755.36746
MLT,2003,,20646.53618
MLT,2004,,20405.12983
MLT,2005,26.9,21018.53585
MLT,2006,27,21350.04485
MLT,2007,26.299999,22119.8637
MLT,2008,27.9,22922.56803
MLT,2009,27.200001,22204.51489
MLT,2010,28.4,22696.77694
MLT,2011,27.4,23007.21333
MLT,2012,,
MLT,2013,,
MLT,2014,,
MLT,2015,,
MLT,2016,,
MLT,2017,,
MLT,2018,,
MRT,1960,,
MRT,1961,,
MRT,1962,,
MRT,1963,,
MRT,1964,,
MRT,1965,,
MRT,1966,,
MRT,1967,,
MRT,1968,,
MRT,1969,,
MRT,1970,,
MRT,1971,,
MRT,1972,,
MRT,1973,,
MRT,1974,,
MRT,1975,,
MRT,1976,,
MRT,1977,,
MRT,1978,,
MRT,1979,,
MRT,1980,,1967.318499
MRT,1981,,1977.446441
MRT,1982,,1876.625233
MRT,1983,,1892.26467
MRT,1984,,1780.789265
MRT,1985,,1784.588601
MRT,1986,,1836.635122
MRT,1987,,1822.795152
MRT,1988,,1806.166464
MRT,1989,,1843.198582
MRT,1990,,1762.782675
MRT,1991,,1746.254148
MRT,1992,,1730.755304
MRT,1993,,1782.219307
MRT,1994,,1679.986882
MRT,1995,,1793.764248
MRT,1996,,1845.306324
MRT,1997,,1721.247119
MRT,1998,,1748.615578
MRT,1999,,1830.358231
MRT,2000,,1770.757608
MRT,2001,,1754.786058
MRT,2002,,1716.008793
MRT,2003,,1767.068817
MRT,2004,,1816.609508
MRT,2005,,1925.810128
MRT,2006,,2228.700839
MRT,2007,,2206.374437
MRT,2008,,2226.73432
MRT,2009,,2145.919409
MRT,2010,,2203.613536
MRT,2011,,2254.992156
MRT,2012,,
MRT,2013,,
MRT,2014,,
MRT,2015,,
MRT,2016,,
MRT,2017,,
MRT,2018,,
MEX,1960,,
MEX,1961,,
MEX,1962,,
MEX,1963,,
MEX,1964,,
MEX,1965,,
MEX,1966,,
MEX,1967,,
MEX,1968,,
MEX,1969,,
MEX,1970,,
MEX,1971,,
MEX,1972,,
MEX,1973,,
MEX,1974,,
MEX,1975,,
MEX,1976,,
MEX,1977,,
MEX,1978,,
MEX,1979,,
MEX,1980,,10238.48762
MEX,1981,,10892.45906
MEX,1982,,10602.36615
MEX,1983,,9958.457473
MEX,1984,47.099998,10117.62771
MEX,1985,,10175.3658
MEX,1986,,9596.120333999999
MEX,1987,,9574.960214000001
MEX,1988,,9496.603236999999
MEX,1989,51.5,9697.029243999999
MEX,1990,,9990.291863
MEX,1991,,10216.13772
MEX,1992,53,10393.36701
MEX,1993,,10407.45532
MEX,1994,53.599998,10681.85197
MEX,1995,,9845.968069000001
MEX,1996,52.099998,10177.14873
MEX,1997,,10686.47333
MEX,1998,53.400002,11030.446
MEX,1999,,11281.85771
MEX,2000,53.599998,11852.71959
MEX,2001,,11674.11857
MEX,2002,51.200001,11621.00715
MEX,2003,,11634.28474
MEX,2004,49,11959.30385
MEX,2005,49,12191.06382
MEX,2006,47,12658.26227
MEX,2007,,12905.14438
MEX,2008,45.200001,12892.77693
MEX,2009,,11972.9572
MEX,2010,43.5,12480.53577
MEX,2011,,12813.79445
MEX,2012,,
MEX,2013,,
MEX,2014,,
MEX,2015,,
MEX,2016,,
MEX,2017,,
MEX,2018,,
MAR,1960,,
MAR,1961,,
MAR,1962,,
MAR,1963,,
MAR,1964,,
MAR,1965,,
MAR,1966,,
MAR,1967,,
MAR,1968,,
MAR,1969,,
MAR,1970,,
MAR,1971,,
MAR,1972,,
MAR,1973,,
MAR,1974,,
MAR,1975,,
MAR,1976,,
MAR,1977,,
MAR,1978,,
MAR,1979,,
MAR,1980,,2334.625578
MAR,1981,,2210.484203
MAR,1982,,2358.798294
MAR,1983,,2283.830318
MAR,1984,,2321.87668
MAR,1985,,2408.374506
MAR,1986,,2547.692866
MAR,1987,,2428.038748
MAR,1988,,2624.623681
MAR,1989,,2632.963677
MAR,1990,,2686.816707
MAR,1991,,2819.801823
MAR,1992,,2659.221199
MAR,1993,,2588.793298
MAR,1994,,2811.740976
MAR,1995,,2586.831795
MAR,1996,,2860.437735
MAR,1997,,2757.395263
MAR,1998,,2928.326733
MAR,1999,,2905.460421
MAR,2000,,2914.650357
MAR,2001,,3096.742516
MAR,2002,,3161.870374
MAR,2003,,3323.292856
MAR,2004,,3444.205672
MAR,2005,,3508.299806
MAR,2006,,3740.414406
MAR,2007,,3801.652238
MAR,2008,,3972.795272
MAR,2009,,4119.175967
MAR,2010,,4226.75853
MAR,2011,,4373.322566
MAR,2012,,
MAR,2013,,
MAR,2014,,
MAR,2015,,
MAR,2016,,
MAR,2017,,
MAR,2018,,
MOZ,1960,,
MOZ,1961,,
MOZ,1962,,
MOZ,1963,,
MOZ,1964,,
MOZ,1965,,
MOZ,1966,,
MOZ,1967,,
MOZ,1968,,
MOZ,1969,,
MOZ,1970,,
MOZ,1971,,
MOZ,1972,,
MOZ,1973,,
MOZ,1974,,
MOZ,1975,,
MOZ,1976,,
MOZ,1977,,
MOZ,1978,,
MOZ,1979,,
MOZ,1980,,434.795778
MOZ,1981,,445.668899
MOZ,1982,,405.4799167
MOZ,1983,,334.933928
MOZ,1984,,308.2686578
MOZ,1985,,308.1826425
MOZ,1986,,299.9823231
MOZ,1987,,344.5742251
MOZ,1988,,373.6395764
MOZ,1989,,396.6803733
MOZ,1990,,395.6497785
MOZ,1991,,405.4490121
MOZ,1992,,372.6397324
MOZ,1993,,390.2692794
MOZ,1994,,401.6712431
MOZ,1995,,398.95123
MOZ,1996,,415.9573741
MOZ,1997,,446.3222099
MOZ,1998,,482.0627881
MOZ,1999,,508.2517314
MOZ,2000,,500.6794021
MOZ,2001,,545.5435584000001
MOZ,2002,,577.9197806
MOZ,2003,,596.545002
MOZ,2004,,626.8779656
MOZ,2005,,669.5233824
MOZ,2006,,694.4282572
MOZ,2007,,727.2224202
MOZ,2008,,758.7450786000001
MOZ,2009,,788.2588786
MOZ,2010,,822.7075051000001
MOZ,2011,,861.2752286
MOZ,2012,,
MOZ,2013,,
MOZ,2014,,
MOZ,2015,,
MOZ,2016,,
MOZ,2017,,
MOZ,2018,,
NLD,1960,,
NLD,1961,,
NLD,1962,,
NLD,1963,,
NLD,1964,,
NLD,1965,,
NLD,1966,,
NLD,1967,,
NLD,1968,,
NLD,1969,,
NLD,1970,,
NLD,1971,,
NLD,1972,,
NLD,1973,,
NLD,1974,,
NLD,1975,,
NLD,1976,,
NLD,1977,23.5,
NLD,1978,,
NLD,1979,,
NLD,1980,,22271.48002
NLD,1981,24.5,21945.88146
NLD,1982,,21574.42761
NLD,1983,,21937.65871
NLD,1984,,22519.75339
NLD,1985,24.200001,22993.32913
NLD,1986,,23503.3514
NLD,1987,,23805.72555
NLD,1988,,24466.42038
NLD,1989,,25395.01475
